pF,VWC,manual,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
1.443,38.09,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.461,37.88,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.482,37.65,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.504,37.4,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.527,37.15,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.548,36.89,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.565,36.65,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.58,36.41,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.595,36.18,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.61,35.94,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.624,35.72,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.637,35.5,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.651,35.28,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.662,35.06,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.677,34.82,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.695,34.52,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.713,34.2,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.731,33.88,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.75,33.56,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.771,33.23,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.796,32.87,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.822,32.51,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.844,32.18,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.863,31.87,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.882,31.58,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.901,31.28,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.922,30.98,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.941,30.7,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.96,30.42,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.978,30.15,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.001,29.83,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.03,29.46,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.062,29.06,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.096,28.64,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.128,28.25,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.158,27.9,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.184,27.57,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.21,27.26,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.236,26.95,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.264,26.64,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.297,26.3,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.336,25.91,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.376,25.49,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.414,25.09,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.45,24.73,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.486,24.39,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.521,24.06,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.556,23.71,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.591,23.37,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.627,23.03,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.662,22.68,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.697,22.32,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.731,21.95,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.768,21.57,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.807,21.22,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.848,20.89,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.889,20.58,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
2.929,20.28,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
3.454,17.48,NA,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
5.29,9.47,1,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
5.26,9.61,1,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
4.55,12.99,1,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
4.46,13.42,1,21B,20 - 25 cm,21,B,CC,ST,20,25,6,40,11/17/2017
1.226,46.32,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.228,46.31,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.232,46.3,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.235,46.28,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.237,46.26,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.232,46.23,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.228,46.19,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.243,46.16,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.255,46.11,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.264,46.06,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.282,46.01,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.295,45.94,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.304,45.88,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.307,45.8,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.318,45.72,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.336,45.64,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.343,45.55,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.338,45.46,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.345,45.37,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.361,45.28,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.37,45.18,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.379,45.09,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.385,44.99,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.391,44.89,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.396,44.79,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.399,44.69,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.408,44.58,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.416,44.47,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.422,44.35,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.433,44.22,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.442,44.09,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.45,43.95,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.462,43.8,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.474,43.65,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.479,43.48,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.493,43.31,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.515,43.11,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.527,42.89,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.541,42.67,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.556,42.44,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.569,42.22,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.58,41.99,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.592,41.77,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.603,41.55,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.612,41.32,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.619,41.09,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.627,40.87,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.635,40.65,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.64,40.44,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.646,40.23,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.653,40.01,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.662,39.76,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.671,39.51,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.681,39.26,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.69,39.01,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.701,38.74,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.718,38.43,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.736,38.08,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.753,37.71,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.766,37.36,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.776,37.03,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.788,36.72,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.8,36.4,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.812,36.09,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.824,35.77,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.835,35.46,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.845,35.17,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.855,34.89,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.868,34.61,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.885,34.3,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.908,33.97,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.935,33.57,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.965,33.14,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
1.992,32.71,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.016,32.32,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.038,31.96,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.06,31.61,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.083,31.27,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.107,30.92,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.134,30.56,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.163,30.19,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.196,29.8,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.23,29.38,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.264,28.98,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.297,28.58,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.33,28.19,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.365,27.82,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.401,27.43,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.437,27.04,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.474,26.65,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.511,26.25,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.548,25.86,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.586,25.44,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.626,25.04,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.668,24.64,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.712,24.24,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.754,23.83,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.792,23.44,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
2.828,23.08,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
3.646,17.07,NA,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
5.87,5.35,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
5.89,5.35,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
4.89,10.09,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
4.96,9.82,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
4.7,11.44,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
4.75,11.26,1,21T,0 - 5 cm,21,T,CC,ST,0,5,6,40,11/17/2017
0.419,36.43,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.43,36.43,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.451,36.42,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.482,36.41,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.521,36.39,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.571,36.37,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.63,36.35,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.688,36.32,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.742,36.29,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.79,36.26,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.832,36.22,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.871,36.19,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.905,36.15,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.938,36.1,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
0.974,36.06,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.023,36,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.024,35.95,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.036,35.9,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.098,35.85,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.065,35.8,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.005,35.74,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.043,35.68,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.065,35.62,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.094,35.55,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.138,35.48,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.167,35.41,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.199,35.33,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.215,35.24,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.229,35.14,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.233,35.04,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.269,34.93,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.321,34.82,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.357,34.7,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.397,34.58,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.426,34.47,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.455,34.35,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.49,34.22,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.522,34.09,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.552,33.96,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.58,33.82,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.604,33.69,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.63,33.55,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.658,33.41,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.683,33.27,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.706,33.14,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.73,33,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.753,32.85,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.771,32.71,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.788,32.58,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.805,32.44,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.822,32.3,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.84,32.15,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.858,31.99,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.877,31.83,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.897,31.65,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.917,31.46,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.937,31.27,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.956,31.08,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.977,30.87,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
1.998,30.63,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.019,30.38,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.04,30.1,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.061,29.82,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.081,29.56,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.099,29.3,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.118,29.04,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.136,28.79,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.154,28.55,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.171,28.33,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.188,28.12,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.205,27.9,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.221,27.68,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.237,27.47,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.254,27.25,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.27,27.03,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.287,26.82,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.303,26.6,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.32,26.38,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.336,26.17,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.353,25.97,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.372,25.76,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.391,25.54,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.411,25.32,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.432,25.1,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.455,24.87,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.479,24.65,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.505,24.42,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.532,24.2,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.559,24.01,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.586,23.83,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.613,23.66,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.64,23.49,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.668,23.32,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.696,23.15,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.724,23,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.753,22.85,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.782,22.7,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.811,22.55,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
2.84,22.4,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
3.406,19.83,NA,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
5.82,7.07,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
5.82,6.96,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
4.08,17.48,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
4.18,17.5,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
4.66,13.88,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
4.76,13.08,1,22B,20 - 25 cm,22,B,NO,ST,20,25,6,40,11/17/2017
-2,46.8,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.79,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.78,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.76,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.73,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.7,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.66,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.61,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.56,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.49,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.43,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.36,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.27,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-2,46.19,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
-0.235,46.09,NA,22T,0 - 5 cm,22,T,NO,ST,0,5,6,40,11/17/2017
